Dataset,type,Authors,Publication year,Title,Journal/Book title/ Report type,Vol(issue)/Report no,pagination,doi no/ISBN no/Ref.,URL,,,catalogue link
erbe,article,"R. Cess, E. Harrison, P. Mlnnis, B. Barkstrom, V. Ramanathan, T. Kwon",1992,Interpretation of Seasonal Cloud - Climate Interactions Using Earth Radiation Budget Experiment Data,J. Geophys. Res.,97(D7),7613–7617,10.1029/92JD00547,http://dx.doi.org/10.1029/92JD00547,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"R. Cess, G. Potter, W. Gates, J.-J. Morcrette, L. Corsetti",1992,Comparison of General Circulation Models to Earth Radiation Budget Experiment Data: Computation of Clear-Sky Fluxes,J. Geophys. Res.,97(D18),"20,421-20,426",10.1029/92JD01726,http://dx.doi.org/10.1029/92JD01726,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"R. Green, F. House, P. Stackhouse, X. Wu, S. Ackerman, W. Smith, M. Johnson",1990,Intercomparison of Scanner and Nonscanner Measurements for the Earth Radiation Budget Experiment (ERBE),J. Geophys. Res.,95(D8),11785-11798,10.1029/JD095iD08p11785,http://dx.doi.org/10.1029/JD095iD08p11785,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"R. Stuhlmann, M. Wiegner, H. Knottenberg, J. Wirth, D. Hennings",1985,Calculations of the Planetary Albedo from Satellite Radiance Measurements,Adv. Space Res.,5(6),133-139,10.1016/0273-1177(85)90311-4 ,http://dx.doi.org/10.1016/0273-1177(85)90311-4 ,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Ramanathan, V.",1987,The Role of Earth Radiation Budget Studies in Climate and General Circulation Research,J. Geophys. Res.,92(D4),4075-4095,10.1029/JD092iD04p04075,http://dx.doi.org/10.1029/JD092iD04p04075,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,proceedings,"Ramanathan, V.",1990,Use of Earth Radiation Budget Measurements for Understanding Climate Change,SPIE Proceedings,1299,.2-9,10.1117/12.21358,http://dx.doi.org/10.1117/12.21358,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Ramanathan, V.",1987,Atmospheric General Circulation and Its Low Frequency Variance: Radiative Influences,J. Meteorol. Soc. Jpn.,Special Volume,1512-1576,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Ramanathan, V., E. F. Harrison, B. R. Barkstrom",1989,Climate and the Earth's Radiation Budget,Phys. Today,42(5),22-33,10.1063/1.881167,http://dx.doi.org/10.1063/1.881167,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Ramanathan, V., P. Downey",1986,A Non-isothermal Emissivity and Absorptivity Formulation for Water Vapor,J. Geophys. Res.,91(D8),8649-8666,10.1029/JD091iD08p08649,http://dx.doi.org/10.1029/JD091iD08p08649,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Ramanathan, V., W. Collins",1991,Thermodynamic Regulation of Ocean Warming by Cirrus Clouds Deduced from Observations of the 1987 El Nino,Nature,351,27-32,10.1038/351027a0,http://dx.doi.org/10.1038/351027a0,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Ramaswamy, V., V. Ramanathan",1989,Solar Absorption by Cirrus Clouds and the Maintenance of Upper Troposphere Thermal Structure,J. Atmos. Sci.,46(14),2293-2310,10.1175/1520-0469(1989)046<2293:SABCCA>2.0.CO;2,http://dx.doi.org/10.1175/1520-0469(1989)046<2293:SABCCA>2.0.CO;2,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Raschke, E.",1983,Satellite Measurements of Radiation Budget Parameters,BMFT-FB,W83-025,159,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Raschke, E.",1982,Satellite Measurements of the Radiation Budget of the Earth,BMFT-FB,W82-006,170,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Raschke, V. E., M. Rieland, R. Stuhlmann",1989,Satellin messen planetare Strahlungsbilanz und Bewolkung,Spektrum,9,80,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Raval, A., V. Ramanathan",1989,Observational Determination of the Greenhouse Effect,Nature,342,758-761,10.1038/342758a0,http://dx.doi.org/10.1038/342758a0,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Rieland, M., E. Raschke",1991,"Diurnal Variability of the Earth Radiation Budget: Sampling requirements, Time Integration Aspects and Error Estimates for the Earth Radiation Budget Experiment (ERBE)",Theor. Appl. Climatol.,44(1),.9-24,10.1007/BF00865547,http://dx.doi.org/10.1007/BF00865547,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Robert B. Lee III, Bruce R. Barkstrom, Edwin F. Harrison, Michael A. Gibson, Sudha M. Natarajan, William L. Edmonds, Ann T. Mecherikunnel, H. Lee Kyle",1988,Earth Radiation Budget Satellite Extraterrestrial Solar Constant Measurements: 1986-87 Increasing Trend,Adv. Space Res.,8(7),.11-13,10.1016/0273-1177(88)90165-2 ,http://dx.doi.org/10.1016/0273-1177(88)90165-2 ,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,proceedings,Robert B. Lee III; Michael A. Gibson; Susan Thomas; J. Robert Mahan; Jeffrey L. Meekins; Nour E. Tira,1990,Earth Radiation Budget Experiment Radiometric Calibration Results,SPIE Proceedings,1299,80-91,10.1117/12.21366,http://dx.doi.org/10.1117/12.21366,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Robert D. Cess,  Seth Nemesure,  Ellsworth G. Dutton,  John J. Deluisi,  Gerald L. Potter, and Jean-Jacques Morcrette",1993,The Impact of Clouds on the Shortwave Radiation Budget of the Surface-Atmosphere System: Interfacing Measurements and Models,J. Clim.,6(2),308-316,10.1175/1520-0442(1993)006<0308:TIOCOT>2.0.CO;2,http://ams.allenpress.com/archive/1520-0442/6/2/pdf/i1520-0442-6-2-308.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Rosen, R., D. Salstein, and A. Miller",1990,On the Quality of Eddy Heat Flux Calculations in the Vicinity of Antarctic Lower Stratosphere,Geophys. Res. Lett.,17(11),1901-1904,10.1029/GL017i011p01901,http://dx.doi.org/10.1029/GL017i011p01901,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Seth Nemesure,  Robert D. Cess,  Ellsworth G. Dutton,  John J. Deluisi,  Zhanqing Li, and Henry G. Leighton",1994,Impact of Clouds on the Shortwave Radiation Budget of the Surface-Atmosphere System for Snow-Covered Surfaces,J. Clim.,7(4),579-585,10.1175/1520-0442(1994)007<0579:IOCOTS>2.0.CO;2,http://ams.allenpress.com/archive/1520-0442/7/4/pdf/i1520-0442-7-4-579.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Smith, G. L., B. R. Barkstrom, E. F. Harrison",1987,The Earth Radiation Budget Experiment: Early Validation Results,Adv. Space Res.,7(3),167-177,10.1016/0273-1177(87)90141-4 ,http://dx.doi.org/10.1016/0273-1177(87)90141-4 ,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Smith, G. L., D. Rutan",1990,Deconvolution of Wide-Field-of-View Measurements of Reflected Radiation,J. Appl. Meteorol.,29(2),109-122,10.1175/1520-0450(1990)029<0109:DOWFOV>2.0.CO;2,http://ams.allenpress.com/archive/1520-0450/29/2/pdf/i1520-0450-29-2-109.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,techreport,"Smith, G. L., D. Rutan, T. D. Bess",1992,Atlas of Albedo and Absorbed Solar Radiation Derived from Nimbus 7 Earth Radiation Budget Data Set - November 1985 to October 1987,NASA Reference Publication,NASA-RP-1281,.1-57,,http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19930001980_1993001980.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,techreport,"Smith, G. L., D. Rutan, T. P. Bess",1990,Atlas of Albedo and Absorbed Solar Radiation Derived from Nimbus 7 Earth Radiation Budget Data Set - November 1978 to October 1985,NASA Reference Publication,NASA-RP-1231,1-213,,http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19900007917_1990007917.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Smith, G. L., N. D. Manalo, L. M. Avis",1993,Limb-darkening Models from Along-Track Operation of the ERBE scanning radiometer,J. Appl. Meteorol.,33(1),74-84,10.1175/1520-0450(1994)033<0074:LDMFAT>2.0.CO;2,http://ams.allenpress.com/archive/1520-0450/33/1/pdf/i1520-0450-33-1-74.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,techreport,"Smith, G. L., N. D. Manalo, L. M. Avis",1990,Limb-Darkening Functions as Derived from Along-Track Operation of the ERBE Scanning Radiometer for August 1985,NASA Reference Publication,NASA-RP-1243,.1-41,,http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19910005370_1991005370.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,techreport,"Smith, G. L., N. Manalo, J. T. Suttles, I. Walker",1989,Limb Darkening Functions as Derived From Along-Track Operation of the ERBE Scanning Radiometer for January 1985,NASA Reference Publication,NASA-RP-1214,.1-26,,http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19890008003_1989008003.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Spinhirne, J. D., M. D. King",1985,Latitudinal Variation of Spectral Optical Thickness and Columnar Size Distribution of the El Chichon Stratospheric Aerosol Layer,J. Geophys. Res.,90(D6),10607-10619,10.1029/JD090iD06p10607,http://dx.doi.org/10.1029/JD090iD06p10607,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Staylor, W. F.",1989,"Degradation Rates of the AVHRR Visible Channel for NOAA 6, 7 and 9 Spacecraft",J. Atmos. Ocean. Tech.,7(3),411-423,10.1175/1520-0426(1990)007<0411:DROTAV>2.0.CO;2,http://ams.allenpress.com/archive/1520-0426/7/3/pdf/i1520-0426-7-3-411.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,proceedings,"Stone, K., J. A. Coakley",1990,Comparison of Observed and Modeled Shortwave and Longwave Radiances,7TH Conference on Atmospheric Radiation,6.5,134-136,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Stubenrauch, C., J.Ph. Duvel, and R.S. Kandel",1993,Determination of Longwave Anisotropic Emission Factors from Combined Broad- and Narrow-Band Radiance Measurements,J. Appl. Meteorol.,32(5),848-856,10.1175/1520-0450(1993)032<0848:DOLAEF>2.0.CO;2,http://ams.allenpress.com/archive/1520-0450/32/5/pdf/i1520-0450-32-5-848.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Stuhlmann, R., E. Knottenberg, et. al.",1986,Eine Genauigkeitsanalyse von Satellitenexperimenten zur Messung der Strahlungsbilanz,Annalen der Meteorologie,23,29-30,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Stuhlmann, R., E. Raschke",1987,Satellite Measurements of the Earth Radiation Budget: Sampling and Retrieval of Short Wave Existences - A Sampling Study,Beitr. Phys. Atmos,60,393-410,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Stuhlmann, R., G. L. Smith",1989,A Study on Cloud-Radiation Interaction,Adv. Space Res.,9(7),63-73,10.1016/0273-1177(89)90145-2 ,http://dx.doi.org/10.1016/0273-1177(89)90145-2 ,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Stuhlmann, R., G. L. Smith",1989,"A Study of Cloud Generated Radiative Heating and Its Generation of Available Potential Energy, Part I: Theoretical Background",J. Atmos. Sci.,45(24),3911-3927,10.1175/1520-0469(1988)045<3911:ASOCRH>2.0.CO;2,http://dx.doi.org/10.1175/1520-0469(1988)045<3911:ASOCRH>2.0.CO;2,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Stuhlmann, R., G. L. Smith",1988,A Study of Cloud Generated Radiative heating and Its Generation of Available Potential Energy; Part II. Results for a Climatological Zonal Mean January,J. Atmos. Sci.,45(24),3928-3943,10.1175/1520-0469(1988)045<3928:ASOCGR>2.0.CO;2,http://dx.doi.org/10.1175/1520-0469(1988)045<3928:ASOCGR>2.0.CO;2,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Stuhlmann, R., H. Knottenberg,",1983,"Temporal, Spectral and Spatial Sampling: Problems in Radiation Budget Measurements",BMFT-FB,W85-XXX,65-75,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Stuhlmann, R., M. Rieland",1982,Error Analysis of Satellite Derived Radiation Flux Densities,BMFT-FB,W83-025,26-32,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Stuhlmann, R., P. Minnis, G. L. Smith",1985,Cloud Bidirectional Reflectance Functions: A Comparison of Experimental and Theoretical Results,Appl. Optic.,24(3),396-401,10.1364/AO.24.000396,http://dx.doi.org/10.1364/AO.24.000396,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,proceedings,Susan Thomas; Robert B. Lee III; Michael A. Gibson; Robert S. Wilson; William C. Bolden,1992,In-Flight Shortwave Calibration of the Active Cavity Radiometers Using Tungsten Lamps,SPIE Proceedings,1745,227-234,10.1117/12.60615,http://dx.doi.org/10.1117/12.60615,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,techreport,"Suttles, J. T.; Green, R. N.; Minnis, P.; Smith, G. L.; Staylor, W. F.; Wielicki, B. A.; Walker, I. J.; Young, D. F.; Taylor, V. R.; Stowe, L. L.",1988,Angular Radiation Models for Earth-Atmosphere System: Volume 1 - Shortwave Radiation,NASA Reference Publication,NASA-RP-1184,1-148,,http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19880018293_1988018293.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,techreport,"Suttles, J. T.; Green, R. N.; Smith, G. L.; Wielicki, B. A.; Walker, I. J.; Taylor, V. R.; Stowe, L. L.",1989,Angular Radiation Models for the Earth-atmosphere Systems: Volume 2: Longwave Radiation,NASA Reference Publication,NASA-RP-1184-VOL-2,.1-88,,http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19890011216_1989011216.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Tira, N. E., J. R. Mahan, R. B. Lee III",1990,Dynamic Electrothermal Model for the Earth Radiation Budget Experiment Nonscanning Radiometer with Applications to Solar Observations and Evaluation of Thermal Noise,Opt. Eng.,29(4),351-358,10.1117/1.2168781,http://dx.doi.org/10.1117/1.2168781,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Tira, N. E., J. R. Mahan, R. B. Lee III",1989,An Improved Electrothermal Model for the ERBE Nonscanning Radiometer: Comparison of Predicted and Measured Behavior During Solar Observations,SPIE: Optical Radiation Measurements,1109,195-204,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Udelhofen, Petra Maria",1990,Raumlicher Stichprobenfehler eines abtastenden Strahlungsbilanzradiometers,Institut fur Geophysik und Meteorologie,76,1-120,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"V. RAMANATHAN, R. D. CESS, E. F. HARRISON, P. MINNIS, B. R. BARKSTROM, E. AHMAD, and D. HARTMANN",1989,Cloud-Radiative Forcing and Climate: Results from the Earth Radiation Budget Experiment,Science,243,57-63,10.1126/science.243.4887.57,http://dx.doi.org/10.1126/science.243.4887.57,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,techreport,"Weaver, William L.; Bush, Kathryn A.; Degnan, Keith T.; Howerton, Clayton E.; Tolson, Carol J.",1992,"Mission description and in-flight operations of ERBE instruments on ERBS, NOAA 9, and NOAA 10 spacecraft",NASA Reference Publication,NASA-RP-1279,1-217,,http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19920022883_1992022883.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Welch, R. M., B. A. Wielicki",1988,Reflected fluxes for Broken Clouds Over a Lambertian Surface,J. Atmos. Sci.,46(10),1365-1383,10.1175/1520-0469(1989)046<1384:RFFBCO>2.0.CO;2,http://dx.doi.org/10.1175/1520-0469(1989)046<1384:RFFBCO>2.0.CO;2,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Wiegner, M., E. Raschke",1987,Planetary Radiation Budget over North Africa from Satellite Data,Theor. Appl. Climatol.,38(1),24-36,10.1007/BF00866250,http://dx.doi.org/10.1007/BF00866250,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Wielicki, B. A., R. N. Green",1989,Cloud Identification for ERBE Radiative Flux Retrieval,J. Appl. Meteorol.,28(11),1133-1146,10.1175/1520-0450(1989)028<1133:CIFERF>2.0.CO;2,http://ams.allenpress.com/archive/1520-0450/28/11/pdf/i1520-0450-28-11-1133.pdf,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
erbe,article,"Wilson, Robert S., Robert B. Lee III, et. al.",1991,The Earth Radiation Budget Experiment -- NOAA-10 Nonscanner In-flight Shortwave Calibration Approach and Results,Journal of the NTA/Spring Conference,64(4),51-56,,,,,not available via api and MOLES1 URL - https://catalogue.ceda.ac.uk/uuid/1ef9f265346e2e211c6c0a7dc22b270e maybe this?
